Time,V1,V2,V3,Vnavg_V,V12,V23,V31,VIavg_V,I1,I2,I3,Iavg_A,In,P1,P2,P3,Psum_kW,Q1,Q2,Q3,Qsum_kvar,S1,S2,S3,Ssum_kVA,PF1,PF2,PF3,PF,EPa_IMP_kWh,EPb_IMP_kWh,EPc_IMP_kWh,EP_IMP_kWh,EPa_EXP_kWh,EPb_EXP_kWh,EPc_EXP_kWh,EP_EXP_kWh,EP_TOTAL_kWh,EP_NET_kWh,EQa_IMP_kvarh,EQb_IMP_kvarh,EQc_IMP_kvarh,EQ_IMP_kvarh,EQa_EXP_kvarh,EQb_EXP_kvarh,EQc_EXP_kvarh,EQ_EXP_kvarh,EQ_TOTAL_kvarh,EQ_NET_kvarh,ESa_kVAh,ESb_kVAh,ESc_kVAh,ES_kVAh,THD_Va,THD_Vb,THD_Vc,THD_Vavg,THD_Ia,THD_Ib,THD_Ic,THD_Iavg,Ang_Vb,Ang_Vc,Ang_Ia,Ang_Ib,Ang_Ic
2024-06-18 00:00:00,285.134,285.906,285.167,285.402,495.034,495.062,492.855,494.317,0.399,0.516,0.634,0.516,0.0,0.03,0.084,0.05,0.164,-0.102,-0.113,-0.169,-0.384,0.114,0.149,0.182,0.445,0.259,0.565,0.276,0.368,1312.4,4551.8,1468.8,7335.3,0.0,8.7,3.9,12.6,7348.0,7322.8,1341.0,116.7,7.1,1465.1,306.7,558.3,2345.2,3211.9,4677.7,-1746.5,2353.6,4648.0,3056.0,10059.8,1.72,1.81,1.62,1.72,0.0,0.0,0.0,0.0,120.2,240.4,73.5,171.4,314.4
2024-06-18 00:01:00,284.648,285.486,284.701,284.945,494.347,494.34,492.01,493.566,0.394,0.517,0.63,0.514,0.0,0.028,0.091,0.055,0.174,-0.101,-0.11,-0.174,-0.385,0.112,0.15,0.186,0.449,0.252,0.606,0.293,0.387,1312.4,4551.8,1468.8,7335.3,0.0,8.7,3.9,12.6,7348.0,7322.8,1341.0,116.7,7.1,1465.1,306.7,558.3,2345.2,3211.9,4677.8,-1746.5,2353.6,4648.0,3056.0,10059.8,1.74,1.8,1.64,1.72,0.0,0.0,0.0,0.0,120.2,240.4,73.7,171.8,314.3
2024-06-18 00:02:00,284.535,285.455,284.54,284.843,494.247,494.147,491.654,493.349,0.393,0.522,0.634,0.516,0.0,0.029,0.085,0.049,0.163,-0.1,-0.113,-0.17,-0.383,0.112,0.15,0.183,0.445,0.257,0.567,0.268,0.366,1312.4,4551.8,1468.8,7335.3,0.0,8.7,3.9,12.6,7348.0,7322.8,1341.0,116.7,7.1,1465.1,306.7,558.3,2345.2,3211.9,4677.8,-1746.5,2353.6,4648.0,3056.0,10059.8,1.74,1.82,1.64,1.73,0.0,0.0,0.0,0.0,120.2,240.4,73.9,171.5,314.2
2024-06-18 00:03:00,284.442,285.317,284.462,284.74,494.004,493.968,491.606,493.193,0.395,0.514,0.623,0.51,0.0,0.028,0.091,0.054,0.173,-0.1,-0.111,-0.174,-0.385,0.112,0.151,0.186,0.449,0.254,0.603,0.29,0.386,1312.4,4551.8,1468.8,7335.3,0.0,8.7,3.9,12.6,7348.0,7322.8,1341.0,116.7,7.1,1465.1,306.7,558.3,2345.2,3211.9,4677.8,-1746.5,2353.6,4648.0,3056.0,10059.8,1.75,1.81,1.63,1.73,0.0,0.0,0.0,0.0,120.2,240.4,74.0,169.8,315.1
2024-06-18 00:04:00,284.537,285.46,284.545,284.847,494.216,494.171,491.705,493.364,0.39,0.522,0.639,0.517,0.0,0.028,0.086,0.049,0.163,-0.1,-0.113,-0.171,-0.383,0.111,0.15,0.184,0.445,0.253,0.573,0.268,0.367,1312.4,4551.8,1468.8,7335.3,0.0,8.7,3.9,12.6,7348.0,7322.8,1341.0,116.7,7.1,1465.1,306.7,558.3,2345.2,3212.0,4677.8,-1746.5,2353.6,4648.0,3056.0,10059.8,1.65,1.73,1.57,1.65,0.0,0.0,0.0,0.0,120.2,240.4,73.7,171.1,315.0
2024-06-18 00:05:00,284.562,285.308,284.565,284.812,494.034,493.985,491.86,493.293,0.398,0.52,0.631,0.516,0.0,0.029,0.089,0.054,0.172,-0.101,-0.111,-0.173,-0.385,0.114,0.15,0.184,0.448,0.259,0.593,0.293,0.384,1312.4,4551.8,1468.8,7335.3,0.0,8.7,3.9,12.6,7348.0,7322.8,1341.0,116.7,7.1,1465.1,306.7,558.3,2345.2,3212.0,4677.8,-1746.5,2353.6,4648.0,3056.0,10059.8,1.64,1.74,1.57,1.65,0.0,0.0,0.0,0.0,120.2,240.4,74.0,171.8,313.9
2024-06-18 00:06:00,284.674,285.418,284.587,284.893,494.288,494.055,491.97,493.438,0.396,0.515,0.63,0.514,0.0,0.028,0.082,0.048,0.159,-0.101,-0.113,-0.169,-0.383,0.113,0.148,0.181,0.442,0.249,0.556,0.266,0.359,1312.4,4551.8,1468.8,7335.3,0.0,8.7,3.9,12.6,7348.0,7322.8,1341.0,116.7,7.1,1465.1,306.7,558.3,2345.2,3212.0,4677.8,-1746.5,2353.6,4648.0,3056.0,10059.8,1.69,1.76,1.61,1.69,0.0,0.0,0.0,0.0,120.2,240.4,73.8,170.9,313.8
2024-06-18 00:07:00,284.778,285.484,284.692,284.985,494.366,494.24,492.133,493.58,0.395,0.508,0.619,0.508,0.0,0.028,0.087,0.051,0.165,-0.101,-0.111,-0.172,-0.384,0.112,0.149,0.185,0.447,0.245,0.581,0.277,0.371,1312.4,4551.8,1468.8,7335.3,0.0,8.7,3.9,12.6,7348.0,7322.8,1341.0,116.7,7.1,1465.1,306.7,558.3,2345.2,3212.0,4677.8,-1746.6,2353.6,4648.0,3056.0,10059.8,1.68,1.74,1.57,1.66,0.0,0.0,0.0,0.0,120.2,240.4,74.3,171.4,314.2
2024-06-18 00:08:00,284.575,285.292,284.31,284.726,494.349,493.753,491.49,493.197,0.393,0.518,0.636,0.516,0.0,0.027,0.083,0.048,0.158,-0.101,-0.112,-0.169,-0.382,0.112,0.148,0.181,0.441,0.245,0.56,0.263,0.358,1312.4,4551.8,1468.8,7335.3,0.0,8.7,3.9,12.6,7348.0,7322.8,1341.0,116.7,7.1,1465.1,306.7,558.3,2345.2,3212.0,4677.8,-1746.6,2353.6,4648.0,3056.0,10059.8,1.65,1.74,1.55,1.65,0.0,0.0,0.0,0.0,120.3,240.4,74.4,171.6,314.7
2024-06-18 00:09:00,284.685,285.304,284.391,284.793,494.447,493.827,491.684,493.319,0.395,0.519,0.632,0.515,0.0,0.028,0.085,0.049,0.162,-0.101,-0.112,-0.17,-0.383,0.112,0.15,0.184,0.445,0.247,0.568,0.268,0.364,1312.4,4551.8,1468.8,7335.3,0.0,8.7,3.9,12.6,7348.0,7322.8,1341.0,116.7,7.1,1465.1,306.7,558.3,2345.3,3212.0,4677.8,-1746.6,2353.6,4648.0,3056.0,10059.8,1.67,1.75,1.58,1.66,0.0,0.0,0.0,0.0,120.3,240.4,74.2,172.7,314.7
