Time,V1,V2,V3,Vnavg_V,V12,V23,V31,VIavg_V,I1,I2,I3,Iavg_A,In,P1,P2,P3,Psum_kW,Q1,Q2,Q3,Qsum_kvar,S1,S2,S3,Ssum_kVA,PF1,PF2,PF3,PF,EPa_IMP_kWh,EPb_IMP_kWh,EPc_IMP_kWh,EP_IMP_kWh,EPa_EXP_kWh,EPb_EXP_kWh,EPc_EXP_kWh,EP_EXP_kWh,EP_TOTAL_kWh,EP_NET_kWh,EQa_IMP_kvarh,EQb_IMP_kvarh,EQc_IMP_kvarh,EQ_IMP_kvarh,EQa_EXP_kvarh,EQb_EXP_kvarh,EQc_EXP_kvarh,EQ_EXP_kvarh,EQ_TOTAL_kvarh,EQ_NET_kvarh,ESa_kVAh,ESb_kVAh,ESc_kVAh,ES_kVAh,THD_Va,THD_Vb,THD_Vc,THD_Vavg,THD_Ia,THD_Ib,THD_Ic,THD_Iavg,Ang_Vb,Ang_Vc,Ang_Ia,Ang_Ib,Ang_Ic
2024-07-16 00:00:00,283.542,284.075,282.582,283.4,492.525,490.914,489.172,490.87,2.461,2.25,2.699,2.47,0.0,0.318,0.362,0.378,1.058,-0.186,-0.14,-0.215,-0.541,0.701,0.626,0.762,2.089,0.453,0.579,0.496,0.507,1716.7,5047.8,1882.3,8649.0,0.0,8.7,3.9,12.6,8661.7,8636.5,1352.6,116.7,7.1,1476.7,417.3,688.9,2527.1,3635.0,5112.4,-2157.9,2910.6,5260.7,3675.5,11849.0,2.4,2.33,2.21,2.31,0.0,0.0,0.0,0.0,120.3,240.4,34.1,144.0,277.2
2024-07-16 00:01:00,284.909,285.418,283.865,284.731,494.922,493.181,491.492,493.198,2.546,2.36,2.8,2.569,0.0,0.326,0.368,0.377,1.071,-0.184,-0.148,-0.214,-0.547,0.711,0.643,0.763,2.117,0.458,0.572,0.495,0.506,1716.7,5047.8,1882.3,8649.0,0.0,8.7,3.9,12.6,8661.7,8636.5,1352.6,116.7,7.1,1476.7,417.3,688.9,2527.1,3635.0,5112.4,-2158.0,2910.7,5260.7,3675.5,11849.0,2.38,2.3,2.18,2.29,0.0,0.0,0.0,0.0,120.4,240.4,33.7,144.6,277.2
2024-07-16 00:02:00,285.157,285.677,284.151,284.995,495.313,493.604,491.926,493.614,2.379,2.236,2.725,2.447,0.0,0.315,0.361,0.372,1.047,-0.179,-0.144,-0.215,-0.538,0.702,0.638,0.762,2.102,0.448,0.566,0.488,0.498,1716.7,5047.8,1882.4,8649.1,0.0,8.7,3.9,12.6,8661.8,8636.6,1352.6,116.7,7.1,1476.7,417.3,688.9,2527.1,3635.0,5112.4,-2158.0,2910.7,5260.7,3675.5,11849.0,2.33,2.27,2.15,2.25,0.0,0.0,0.0,0.0,120.4,240.4,33.6,144.0,276.5
2024-07-16 00:03:00,285.082,285.455,284.123,284.886,494.985,493.265,492.029,493.426,2.444,2.422,2.722,2.529,0.0,0.311,0.385,0.364,1.059,-0.172,-0.15,-0.232,-0.554,0.676,0.69,0.767,2.133,0.46,0.557,0.474,0.497,1716.7,5047.8,1882.4,8649.1,0.0,8.7,3.9,12.6,8661.8,8636.6,1352.6,116.7,7.1,1476.7,417.3,689.0,2527.1,3635.0,5112.4,-2158.0,2910.7,5260.7,3675.5,11849.1,2.32,2.22,2.09,2.21,0.0,0.0,0.0,0.0,120.4,240.4,33.7,143.5,279.4
2024-07-16 00:04:00,285.187,285.638,284.255,285.027,495.352,493.55,492.201,493.701,2.398,2.466,2.711,2.525,0.0,0.312,0.382,0.362,1.056,-0.166,-0.149,-0.232,-0.547,0.679,0.682,0.761,2.122,0.46,0.559,0.476,0.498,1716.7,5047.8,1882.4,8649.1,0.0,8.7,3.9,12.6,8661.8,8636.6,1352.6,116.7,7.1,1476.7,417.3,689.0,2527.1,3635.0,5112.4,-2158.0,2910.7,5260.7,3675.5,11849.1,2.31,2.22,2.1,2.21,0.0,0.0,0.0,0.0,120.3,240.3,33.1,144.2,279.1
2024-07-16 00:05:00,285.292,285.668,284.53,285.163,495.382,493.884,492.547,493.938,2.43,2.51,2.798,2.579,0.0,0.313,0.397,0.376,1.085,-0.169,-0.148,-0.24,-0.556,0.683,0.706,0.788,2.177,0.458,0.561,0.477,0.498,1716.7,5047.8,1882.4,8649.1,0.0,8.7,3.9,12.6,8661.8,8636.6,1352.6,116.7,7.1,1476.7,417.3,689.0,2527.1,3635.0,5112.4,-2158.0,2910.7,5260.7,3675.5,11849.2,2.29,2.2,2.09,2.19,0.0,0.0,0.0,0.0,120.3,240.3,32.7,135.1,277.5
2024-07-16 00:06:00,283.738,283.886,283.196,283.606,492.678,491.063,489.875,491.206,67.639,68.984,70.104,68.909,0.0,16.006,16.182,16.192,48.38,-1.923,-1.736,-2.15,-5.809,19.187,19.58,19.844,58.611,0.834,0.826,0.816,0.825,1716.8,5047.8,1882.4,8649.2,0.0,8.7,3.9,12.6,8661.9,8636.7,1352.6,116.7,7.1,1476.7,417.3,689.0,2527.1,3635.0,5112.5,-2158.0,2910.7,5260.8,3675.6,11849.3,5.05,4.7,5.2,4.98,63.5,65.48,67.98,65.65,120.3,240.3,358.1,118.4,239.4
2024-07-16 00:07:00,283.952,283.957,283.344,283.751,492.963,491.239,490.195,491.466,67.961,69.126,70.323,69.136,0.0,16.081,16.253,16.282,48.616,-1.954,-1.749,-2.173,-5.876,19.274,19.631,19.929,58.834,0.834,0.828,0.817,0.826,1717.0,5048.1,1882.7,8650.0,0.0,8.7,3.9,12.6,8662.7,8637.5,1352.6,116.7,7.1,1476.7,417.3,689.0,2527.1,3635.1,5112.6,-2158.1,2911.1,5261.1,3675.9,11850.2,5.07,4.67,5.21,4.98,63.43,65.2,67.91,65.51,120.4,240.4,357.2,117.1,237.5
2024-07-16 00:08:00,284.017,284.083,283.523,283.874,493.119,491.598,490.411,491.709,67.847,69.364,70.415,69.208,0.0,16.082,16.272,16.286,48.641,-1.955,-1.766,-2.208,-5.929,19.265,19.681,19.972,58.918,0.835,0.827,0.815,0.826,1717.3,5048.4,1882.9,8650.9,0.0,8.7,3.9,12.6,8663.6,8638.4,1352.6,116.7,7.1,1476.7,417.4,689.0,2527.2,3635.2,5112.7,-2158.2,2911.4,5261.4,3676.2,11851.2,5.05,4.72,5.21,4.99,63.31,65.46,67.99,65.59,120.3,240.3,357.1,117.1,237.6
2024-07-16 00:09:00,284.01,284.001,283.458,283.823,492.993,491.42,490.321,491.578,68.153,68.705,70.521,69.126,0.0,16.147,16.227,16.333,48.707,-2.019,-1.752,-2.139,-5.91,19.346,19.474,19.939,58.758,0.835,0.833,0.819,0.829,1717.6,5048.7,1883.2,8651.7,0.0,8.7,3.9,12.6,8664.4,8639.2,1352.6,116.7,7.1,1476.7,417.4,689.1,2527.2,3635.3,5112.8,-2158.3,2911.7,5261.7,3676.6,11852.2,5.1,4.58,5.18,4.95,63.18,63.51,67.13,64.61,120.4,240.4,357.3,117.1,237.5
