Time,V1,V2,V3,Vnavg_V,V12,V23,V31,VIavg_V,I1,I2,I3,Iavg_A,In,P1,P2,P3,Psum_kW,Q1,Q2,Q3,Qsum_kvar,S1,S2,S3,Ssum_kVA,PF1,PF2,PF3,PF,EPa_IMP_kWh,EPb_IMP_kWh,EPc_IMP_kWh,EP_IMP_kWh,EPa_EXP_kWh,EPb_EXP_kWh,EPc_EXP_kWh,EP_EXP_kWh,EP_TOTAL_kWh,EP_NET_kWh,EQa_IMP_kvarh,EQb_IMP_kvarh,EQc_IMP_kvarh,EQ_IMP_kvarh,EQa_EXP_kvarh,EQb_EXP_kvarh,EQc_EXP_kvarh,EQ_EXP_kvarh,EQ_TOTAL_kvarh,EQ_NET_kvarh,ESa_kVAh,ESb_kVAh,ESc_kVAh,ES_kVAh,THD_Va,THD_Vb,THD_Vc,THD_Vavg,THD_Ia,THD_Ib,THD_Ic,THD_Iavg,Ang_Vb,Ang_Vc,Ang_Ia,Ang_Ib,Ang_Ic
2024-07-02 00:00:00,284.64,284.917,283.884,284.48,493.946,492.611,491.562,492.706,0.827,1.439,0.732,0.999,0.0,0.212,0.339,0.047,0.598,0.079,-0.181,-0.17,-0.271,0.235,0.392,0.183,0.81,0.901,0.864,0.259,0.738,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.1,3380.1,4853.5,-1907.1,2494.4,4815.4,3224.9,10537.0,2.12,2.17,2.0,2.1,0.0,0.0,0.0,0.0,120.3,240.3,339.6,142.1,314.7
2024-07-02 00:01:00,284.945,285.349,284.116,284.803,494.622,493.275,491.928,493.275,0.443,0.645,0.622,0.57,0.0,0.059,0.101,0.045,0.205,-0.095,-0.138,-0.166,-0.399,0.127,0.185,0.18,0.492,0.467,0.543,0.253,0.417,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.1,3380.1,4853.5,-1907.1,2494.5,4815.4,3224.9,10537.0,2.13,2.18,2.0,2.1,0.0,0.0,0.0,0.0,120.3,240.3,55.5,171.2,314.2
2024-07-02 00:02:00,284.885,285.117,283.873,284.625,494.476,492.867,491.64,492.994,0.445,0.643,0.618,0.569,0.0,0.059,0.102,0.046,0.207,-0.096,-0.137,-0.167,-0.399,0.127,0.186,0.182,0.494,0.469,0.547,0.256,0.42,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.1,4853.5,-1907.1,2494.5,4815.4,3224.9,10537.0,2.08,2.11,1.99,2.06,0.0,0.0,0.0,0.0,120.3,240.3,55.3,171.2,314.3
2024-07-02 00:03:00,284.71,284.943,283.666,284.44,494.256,492.464,491.319,492.68,0.446,0.641,0.614,0.567,0.0,0.059,0.103,0.048,0.211,-0.096,-0.136,-0.168,-0.4,0.127,0.186,0.182,0.494,0.468,0.557,0.265,0.427,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.1,4853.5,-1907.1,2494.5,4815.4,3225.0,10537.0,2.08,2.12,2.02,2.07,0.0,0.0,0.0,0.0,120.3,240.3,55.5,170.9,314.1
2024-07-02 00:04:00,284.674,284.822,283.595,284.364,494.121,492.298,491.175,492.531,0.404,0.553,0.656,0.537,0.0,0.033,0.084,0.045,0.162,-0.099,-0.116,-0.164,-0.379,0.115,0.154,0.177,0.447,0.288,0.542,0.254,0.362,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.1,4853.5,-1907.1,2494.5,4815.4,3225.0,10537.0,2.1,2.13,2.01,2.08,0.0,0.0,0.0,0.0,120.3,240.3,70.2,171.7,314.3
2024-07-02 00:05:00,284.564,284.842,283.655,284.354,493.935,492.521,491.107,492.521,0.406,0.536,0.624,0.522,0.0,0.033,0.085,0.046,0.163,-0.099,-0.115,-0.165,-0.379,0.115,0.155,0.18,0.449,0.285,0.546,0.257,0.364,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.1,4853.6,-1907.1,2494.5,4815.4,3225.0,10537.0,2.06,2.1,1.97,2.05,0.0,0.0,0.0,0.0,120.3,240.4,69.8,171.1,314.1
2024-07-02 00:06:00,284.187,284.679,283.461,284.109,493.44,492.341,490.495,492.092,0.399,0.544,0.629,0.524,0.0,0.032,0.085,0.044,0.16,-0.097,-0.116,-0.166,-0.379,0.113,0.155,0.179,0.446,0.28,0.546,0.248,0.359,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.1,4853.6,-1907.1,2494.5,4815.4,3225.0,10537.0,2.08,2.12,2.01,2.07,0.0,0.0,0.0,0.0,120.3,240.4,69.3,170.7,314.8
2024-07-02 00:07:00,284.444,285.072,283.796,284.437,493.995,493.068,490.984,492.683,0.395,0.541,0.627,0.521,0.0,0.031,0.087,0.046,0.164,-0.097,-0.115,-0.168,-0.38,0.112,0.156,0.182,0.45,0.278,0.559,0.253,0.365,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.1,4853.6,-1907.1,2494.5,4815.4,3225.0,10537.1,2.07,2.1,1.97,2.04,0.0,0.0,0.0,0.0,120.3,240.4,70.0,170.4,314.5
2024-07-02 00:08:00,284.484,284.905,283.732,284.374,493.864,492.742,491.053,492.553,0.395,0.531,0.624,0.517,0.0,0.03,0.083,0.045,0.158,-0.098,-0.114,-0.167,-0.379,0.113,0.153,0.18,0.446,0.266,0.544,0.247,0.354,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.1,4853.6,-1907.1,2494.5,4815.4,3225.0,10537.1,2.06,2.07,1.96,2.03,0.0,0.0,0.0,0.0,120.2,240.4,72.1,171.9,315.1
2024-07-02 00:09:00,284.452,284.774,283.703,284.31,493.634,492.567,491.098,492.433,0.398,0.525,0.619,0.514,0.0,0.03,0.086,0.048,0.165,-0.099,-0.113,-0.169,-0.38,0.113,0.152,0.182,0.447,0.264,0.567,0.267,0.368,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.1,4853.6,-1907.1,2494.5,4815.4,3225.0,10537.1,2.0,2.0,1.89,1.96,0.0,0.0,0.0,0.0,120.2,240.3,72.4,172.3,314.9
2024-07-02 00:10:00,284.043,284.25,283.345,283.879,492.872,491.694,490.542,491.703,0.403,0.533,0.636,0.524,0.0,0.03,0.082,0.045,0.157,-0.099,-0.115,-0.165,-0.378,0.113,0.151,0.178,0.442,0.268,0.541,0.251,0.354,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.2,4853.6,-1907.1,2494.5,4815.4,3225.0,10537.1,2.07,2.1,1.92,2.03,0.0,0.0,0.0,0.0,120.2,240.3,71.7,172.3,315.1
2024-07-02 00:11:00,283.716,283.955,283.063,283.578,492.336,491.094,490.118,491.183,0.393,0.519,0.625,0.512,0.0,0.028,0.084,0.046,0.157,-0.099,-0.113,-0.168,-0.379,0.112,0.149,0.18,0.441,0.251,0.56,0.254,0.357,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.2,4853.6,-1907.1,2494.5,4815.4,3225.0,10537.1,2.05,2.07,1.89,2.0,0.0,0.0,0.0,0.0,120.2,240.2,72.6,172.3,314.0
2024-07-02 00:12:00,283.705,283.903,283.003,283.537,492.239,490.954,490.105,491.099,0.389,0.52,0.633,0.514,0.0,0.027,0.086,0.047,0.161,-0.098,-0.111,-0.17,-0.379,0.111,0.15,0.183,0.444,0.247,0.571,0.259,0.362,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.2,4853.6,-1907.1,2494.5,4815.4,3225.0,10537.1,2.07,2.09,1.91,2.02,0.0,0.0,0.0,0.0,120.2,240.2,73.8,171.3,315.1
2024-07-02 00:13:00,283.403,283.668,282.721,283.264,491.843,490.524,489.565,490.644,0.37,0.519,0.667,0.519,0.0,0.021,0.095,0.052,0.168,-0.096,-0.106,-0.18,-0.382,0.105,0.15,0.19,0.444,0.201,0.636,0.272,0.377,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.2,4853.6,-1907.1,2494.5,4815.4,3225.0,10537.1,2.01,2.07,1.82,1.96,0.0,0.0,0.0,0.0,120.2,240.2,75.6,170.2,317.4
2024-07-02 00:14:00,283.76,283.707,282.775,283.414,492.18,490.441,490.055,490.892,0.376,0.517,0.653,0.515,0.0,0.022,0.088,0.047,0.158,-0.097,-0.109,-0.174,-0.38,0.107,0.149,0.188,0.444,0.21,0.593,0.251,0.356,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.2,4853.6,-1907.1,2494.5,4815.4,3225.0,10537.1,2.03,2.06,1.83,1.98,0.0,0.0,0.0,0.0,120.3,240.2,75.9,169.7,316.1
2024-07-02 00:15:00,283.775,284.034,282.884,283.565,492.564,490.958,489.987,491.17,0.372,0.521,0.652,0.515,0.0,0.022,0.089,0.045,0.156,-0.096,-0.11,-0.174,-0.38,0.105,0.15,0.187,0.443,0.213,0.59,0.243,0.353,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.2,4853.6,-1907.2,2494.5,4815.4,3225.0,10537.1,2.03,2.07,1.83,1.98,0.0,0.0,0.0,0.0,120.2,240.2,75.7,170.5,317.5
2024-07-02 00:16:00,283.901,284.108,283.004,283.671,492.655,491.149,490.267,491.357,0.375,0.627,0.821,0.608,0.0,0.023,0.091,0.048,0.161,-0.096,-0.109,-0.175,-0.38,0.106,0.149,0.186,0.441,0.215,0.608,0.257,0.365,1402.3,4685.4,1565.7,7655.6,0.0,8.7,3.9,12.6,7668.3,7643.1,1348.6,116.7,7.1,1472.7,348.2,608.1,2422.2,3380.2,4853.6,-1907.2,2494.5,4815.5,3225.0,10537.1,1.98,2.04,1.82,1.95,0.0,0.0,0.0,0.0,120.3,240.2,74.7,169.9,317.2
